,TIMESTAMP,I_static_model_state_x,I_static_model_state_y,S_static_model_state_x,S_static_model_state_y,S_static_model_state_z,S_static_model_state_a,S_static_model_state_b,S_static_model_state_g,I_current_state_x,I_current_state_y,S_current_state_x,S_current_state_y,S_current_state_z,S_current_state_a,S_current_state_b,S_current_state_g,S_RC_STEER,S_RC_TLV_X,S_RC_TLV_Y,S_RC_TLV_Z,S_RC_TAV_X,S_RC_TAV_Y,S_RC_TAV_Z
12,0.42,48.94488490797862,976.8096994410162,-18.99445349645356,-19.02537305026603,0.33665333573404044,0.14116285311846438,-0.014727063312674286,0.017969243616285203,48.96602167159305,976.8108962722466,-18.993587404676187,-19.02542209115547,0.33666309840853376,0.14133312790649102,-0.014577887667290148,0.017888322213783333,0.0,0.0018344895942015423,-7.449736027006469e-05,0.00015906453089879868,0.00015080075409196528,0.0001280904283662869,-5.190143102254809e-05
13,0.45,48.94488490797862,976.8096994410162,-18.99445349645356,-19.02537305026603,0.33665333573404044,0.14116285311846438,-0.014727063312674286,0.017969243616285203,48.96738027148379,976.810968091087,-18.99353173521725,-19.02542503397625,0.3366637189783857,0.14134352640560358,-0.014568448015908947,0.017887519776883926,0.0,0.0018353469791291554,-7.405624714713556e-05,0.00015906100549664042,0.00014969442793023204,0.0001278174925633078,-4.2263663249749743e-05
14,0.48,48.94488490797862,976.8096994410162,-18.99445349645356,-19.02537305026603,0.33665333573404044,0.14116285311846438,-0.014727063312674286,0.017969243616285203,48.968739460709756,976.8110396056219,-18.99347604160994,-19.02542796432792,0.3366643394606636,0.14135389341623122,-0.014559015356032465,0.017886988688835502,0.0,0.0018361251740027546,-7.365303343696426e-05,0.00015905827471687897,0.00014868063792854746,0.00012756142803866248,-3.3533530736753244e-05
15,0.51,48.94488490797862,976.8096994410162,-18.99445349645356,-19.02537305026603,0.33665333573404044,0.14116285311846438,-0.014727063312674286,0.017969243616285203,48.970099185008245,976.811110841963,-18.99342032607771,-19.02543088328044,0.3366649598774799,0.1413642315655294,-0.014549589265087426,0.017886703411394714,0.0,0.0018368317700346924,-7.328435673940982e-05,0.00015905626083728526,0.00014775107390617637,0.00012732115373360496,-2.5625534511280576e-05
16,0.54,48.94488490797862,976.8096994410162,-18.99445349645356,-19.02537305026603,0.33665333573404044,0.14116285311846438,-0.014727063312674286,0.017969243616285203,48.971459395313666,976.8111818238986,-18.99336459063105,-19.02543379180852,0.3366655802487428,0.14137454324446513,-0.014540169346968246,0.017886640811655512,0.0,0.0018374736223294107,-7.294713820557782e-05,0.0001590548931019635,0.0001468981504790044,0.0001270956082477487,-1.8462239801439028e-05
17,0.57,48.94488490797862,976.8096994410162,-18.99445349645356,-19.02537305026603,0.33665333573404044,0.14116285311846438,-0.014727063312674286,0.017969243616285203,48.972820047254594,976.8112525730894,-18.993308837088104,-19.025436690799758,0.3366662005923615,0.14138483062851484,-0.014530755231664874,0.017886779935244734,0.0,0.001838056922904528,-7.2638561906643e-05,0.00015905410735160864,0.00014611495021924463,0.00012688376387305023,-1.1973513142222031e-05
18,0.6,48.94488490797862,976.8096994410162,-18.99445349645356,-19.02537305026603,0.33665333573404044,0.14116285311846438,-0.014727063312674286,0.017969243616285203,48.97418110070064,976.8113231092534,-18.993253067093242,-19.025439581062095,0.33666682092443123,0.14139509569668288,-0.014521346574550736,0.017887101800943342,0.0,0.0018385872665247726,-7.235605470605365e-05,0.00015905384544925548,0.00014539516796881687,0.00012668463460632713,-6.095832759813837e-06
19,0.63,48.94488490797862,976.8096994410162,-18.99445349645356,-19.02537305026603,0.33665333573404044,0.14116285311846438,-0.014727063312674286,0.017969243616285203,48.975542519353354,976.8113934503338,-18.993197282133814,-19.025442463330748,0.3366674412594035,0.14140534024897186,-0.014511943055405978,0.017887589214724952,0.0,0.001839069709243268,-7.209726768687382e-05,0.0001590540546434909,0.00014473306113384175,0.0001264972827493969,-7.71663992705423e-07
20,0.67,48.94488490797862,976.8096994410162,-18.99445349645356,-19.02537305026603,0.33665333573404044,0.14116285311846438,-0.014727063312674286,0.017969243616285203,48.97735825602979,976.8114869629744,-18.99312288121634,-19.02544629506822,0.3366682683994216,0.14141897054618668,-0.014499412512243839,0.017888469912720712,0.0,0.0018396462896154264,-7.178544019655468e-05,0.0001590549843949387,0.00014393100147327663,0.00012626427631668203,5.555564985575441e-06
21,0.71,48.94488490797862,976.8096994410162,-18.99445349645356,-19.02537305026603,0.33665333573404044,0.14116285311846438,-0.014727063312674286,0.017969243616285203,48.979174514643724,976.8115801923173,-18.99304845891216,-19.02545011519739,0.33666909559453734,0.1414325707400491,-0.01448688993443589,0.017889584469595845,0.0,0.001840155429711669,-7.150743128482088e-05,0.00015905656586533823,0.00014321112415756186,0.0001260486825329251,1.1101016363763342e-05
22,0.74,48.94488490797862,976.8096994410162,-18.99445349645356,-19.02537305026603,0.33665333573404044,0.14116285311846438,-0.014727063312674286,0.017969243616285203,48.98008282041904,976.811626710444,-18.99301124052917,-19.025452021306002,0.33666950922017347,0.14143936051999914,-0.014480631449173184,0.01789022028115424,0.0,0.0018403873876959732,-7.137983064296201e-05,0.00015905757286846614,0.00014287889735556443,0.00012594685105252044,1.3611231354022812e-05
23,0.77,48.94488490797862,976.8096994410162,-18.99445349645356,-19.02537305026603,0.33665333573404044,0.14116285311846438,-0.014727063312674286,0.017969243616285203,48.98189975064471,976.8117195709516,-18.99293679070529,-19.02545582632192,0.33667033654059414,0.14145292118516115,-0.014468119751926802,0.01789163264221655,0.0,0.0018408108424991917,-7.11451462142849e-05,0.00015905996910185751,0.00014226430804271684,0.00012575407986062704,1.8161257321377108e-05
24,0.8,48.94488490797862,976.8096994410162,-18.99445349645356,-19.02537305026603,0.33665333573404044,0.14116285311846438,-0.014727063312674286,0.017969243616285203,49.0296674408477,976.808912820985,-18.990979480472582,-19.025340818030607,0.3366351824384161,0.14140910783351127,-0.013995629574155892,0.018616543862387636,0.0,0.12422668262974429,0.007402679425353794,-0.012425972196283984,0.012161351661362684,0.140813640056972,0.050703195529283165
25,0.83,48.94488490797862,976.8096994410162,-18.99445349645356,-19.02537305026603,0.33665333573404044,0.14116285311846438,-0.014727063312674286,0.017969243616285203,49.22670258700688,976.8068493109893,-18.982905845215328,-19.025256264450288,0.3369058488339315,0.14259382348818647,-0.013553343007873602,0.02071460328291979,0.0,0.33352195739635787,0.0019222084896745872,0.006462806868033264,0.04505852938651038,0.05490952008294492,0.06430575733366226
